@var:T=Tgas
@var:invT=1d0/Tgas
@var:M=n(idx_M) 
@format:idx,R,R,R,P,P,rate

# SO + SO → SO₂ + S
1246,32SO,32S32S32S,,32S32S,32S32SO,1.0d-12
1247,32SO,32S32S33S,,32S32S,32S33SO,6.666666666667d-13
1248,32SO,32S32S33S,,32S33S,32S32SO,3.333333333333d-13
1249,32SO,32S32S34S,,32S32S,32S34SO,6.666666666667d-13
1250,32SO,32S32S34S,,32S34S,32S32SO,3.333333333333d-13
1251,32SO,32S32S36S,,32S32S,32S36SO,6.666666666667d-13
1252,32SO,32S32S36S,,32S36S,32S32SO,3.333333333333d-13
1253,32SO,32S33S33S,,32S32S,33S33SO,3.333333333333d-13
1254,32SO,32S33S33S,,32S33S,32S33SO,6.666666666667d-13
1255,32SO,32S33S34S,,32S32S,33S34SO,3.333333333333d-13
1256,32SO,32S33S34S,,32S33S,32S34SO,3.333333333333d-13
1257,32SO,32S33S34S,,32S34S,32S33SO,3.333333333333d-13
1258,32SO,32S33S36S,,32S32S,33S36SO,3.333333333333d-13
1259,32SO,32S33S36S,,32S33S,32S36SO,3.333333333333d-13
1260,32SO,32S33S36S,,32S36S,32S33SO,3.333333333333d-13
1261,32SO,32S34S34S,,32S32S,34S34SO,3.333333333333d-13
1262,32SO,32S34S34S,,32S34S,32S34SO,6.666666666667d-13
1263,32SO,32S34S36S,,32S32S,34S36SO,3.333333333333d-13
1264,32SO,32S34S36S,,32S34S,32S36SO,3.333333333333d-13
1265,32SO,32S34S36S,,32S36S,32S34SO,3.333333333333d-13
1266,32SO,32S36S36S,,32S32S,36S36SO,3.333333333333d-13
1267,32SO,32S36S36S,,32S36S,32S36SO,6.666666666667d-13
1268,32SO,33S33S33S,,32S33S,33S33SO,1.0d-12
1269,32SO,33S33S34S,,32S33S,33S34SO,6.666666666667d-13
1270,32SO,33S33S34S,,32S34S,33S33SO,3.333333333333d-13
1271,32SO,33S33S36S,,32S33S,33S36SO,6.666666666667d-13
1272,32SO,33S33S36S,,32S36S,33S33SO,3.333333333333d-13
1273,32SO,33S34S34S,,32S33S,34S34SO,3.333333333333d-13
1274,32SO,33S34S34S,,32S34S,33S34SO,6.666666666667d-13
1275,32SO,33S34S36S,,32S33S,34S36SO,3.333333333333d-13
1276,32SO,33S34S36S,,32S34S,33S36SO,3.333333333333d-13
1277,32SO,33S34S36S,,32S36S,33S34SO,3.333333333333d-13
1278,32SO,33S36S36S,,32S33S,36S36SO,3.333333333333d-13
1279,32SO,33S36S36S,,32S36S,33S36SO,6.666666666667d-13
1280,32SO,34S34S34S,,32S34S,34S34SO,1.0d-12
1281,32SO,34S34S36S,,32S34S,34S36SO,6.666666666667d-13
1282,32SO,34S34S36S,,32S36S,34S34SO,3.333333333333d-13
1283,32SO,34S36S36S,,32S34S,36S36SO,3.333333333333d-13
1284,32SO,34S36S36S,,32S36S,34S36SO,6.666666666667d-13
1285,32SO,36S36S36S,,32S36S,36S36SO,1.0d-12
1286,33SO,32S32S32S,,32S33S,32S32SO,1.0d-12
1287,33SO,32S32S33S,,32S33S,32S33SO,6.666666666667d-13
1288,33SO,32S32S33S,,33S33S,32S32SO,3.333333333333d-13
1289,33SO,32S32S34S,,32S33S,32S34SO,6.666666666667d-13
1290,33SO,32S32S34S,,33S34S,32S32SO,3.333333333333d-13
1291,33SO,32S32S36S,,32S33S,32S36SO,6.666666666667d-13
1292,33SO,32S32S36S,,33S36S,32S32SO,3.333333333333d-13
1293,33SO,32S33S33S,,32S33S,33S33SO,3.333333333333d-13
1294,33SO,32S33S33S,,33S33S,32S33SO,6.666666666667d-13
1295,33SO,32S33S34S,,32S33S,33S34SO,3.333333333333d-13
1296,33SO,32S33S34S,,33S33S,32S34SO,3.333333333333d-13
1297,33SO,32S33S34S,,33S34S,32S33SO,3.333333333333d-13
1298,33SO,32S33S36S,,32S33S,33S36SO,3.333333333333d-13
1299,33SO,32S33S36S,,33S33S,32S36SO,3.333333333333d-13
1300,33SO,32S33S36S,,33S36S,32S33SO,3.333333333333d-13
1301,33SO,32S34S34S,,32S33S,34S34SO,3.333333333333d-13
1302,33SO,32S34S34S,,33S34S,32S34SO,6.666666666667d-13
1303,33SO,32S34S36S,,32S33S,34S36SO,3.333333333333d-13
1304,33SO,32S34S36S,,33S34S,32S36SO,3.333333333333d-13
1305,33SO,32S34S36S,,33S36S,32S34SO,3.333333333333d-13
1306,33SO,32S36S36S,,32S33S,36S36SO,3.333333333333d-13
1307,33SO,32S36S36S,,33S36S,32S36SO,6.666666666667d-13
1308,33SO,33S33S33S,,33S33S,33S33SO,1.0d-12
1309,33SO,33S33S34S,,33S33S,33S34SO,6.666666666667d-13
1310,33SO,33S33S34S,,33S34S,33S33SO,3.333333333333d-13
1311,33SO,33S33S36S,,33S33S,33S36SO,6.666666666667d-13
1312,33SO,33S33S36S,,33S36S,33S33SO,3.333333333333d-13
1313,33SO,33S34S34S,,33S33S,34S34SO,3.333333333333d-13
1314,33SO,33S34S34S,,33S34S,33S34SO,6.666666666667d-13
1315,33SO,33S34S36S,,33S33S,34S36SO,3.333333333333d-13
1316,33SO,33S34S36S,,33S34S,33S36SO,3.333333333333d-13
1317,33SO,33S34S36S,,33S36S,33S34SO,3.333333333333d-13
1318,33SO,33S36S36S,,33S33S,36S36SO,3.333333333333d-13
1319,33SO,33S36S36S,,33S36S,33S36SO,6.666666666667d-13
1320,33SO,34S34S34S,,33S34S,34S34SO,1.0d-12
1321,33SO,34S34S36S,,33S34S,34S36SO,6.666666666667d-13
1322,33SO,34S34S36S,,33S36S,34S34SO,3.333333333333d-13
1323,33SO,34S36S36S,,33S34S,36S36SO,3.333333333333d-13
1324,33SO,34S36S36S,,33S36S,34S36SO,6.666666666667d-13
1325,33SO,36S36S36S,,33S36S,36S36SO,1.0d-12
1326,34SO,32S32S32S,,32S34S,32S32SO,1.0d-12
1327,34SO,32S32S33S,,32S34S,32S33SO,6.666666666667d-13
1328,34SO,32S32S33S,,33S34S,32S32SO,3.333333333333d-13
1329,34SO,32S32S34S,,32S34S,32S34SO,6.666666666667d-13
1330,34SO,32S32S34S,,34S34S,32S32SO,3.333333333333d-13
1331,34SO,32S32S36S,,32S34S,32S36SO,6.666666666667d-13
1332,34SO,32S32S36S,,34S36S,32S32SO,3.333333333333d-13
1333,34SO,32S33S33S,,32S34S,33S33SO,3.333333333333d-13
1334,34SO,32S33S33S,,33S34S,32S33SO,6.666666666667d-13
1335,34SO,32S33S34S,,32S34S,33S34SO,3.333333333333d-13
1336,34SO,32S33S34S,,33S34S,32S34SO,3.333333333333d-13
1337,34SO,32S33S34S,,34S34S,32S33SO,3.333333333333d-13
1338,34SO,32S33S36S,,32S34S,33S36SO,3.333333333333d-13
1339,34SO,32S33S36S,,33S34S,32S36SO,3.333333333333d-13
1340,34SO,32S33S36S,,34S36S,32S33SO,3.333333333333d-13
1341,34SO,32S34S34S,,32S34S,34S34SO,3.333333333333d-13
1342,34SO,32S34S34S,,34S34S,32S34SO,6.666666666667d-13
1343,34SO,32S34S36S,,32S34S,34S36SO,3.333333333333d-13
1344,34SO,32S34S36S,,34S34S,32S36SO,3.333333333333d-13
1345,34SO,32S34S36S,,34S36S,32S34SO,3.333333333333d-13
1346,34SO,32S36S36S,,32S34S,36S36SO,3.333333333333d-13
1347,34SO,32S36S36S,,34S36S,32S36SO,6.666666666667d-13
1348,34SO,33S33S33S,,33S34S,33S33SO,1.0d-12
1349,34SO,33S33S34S,,33S34S,33S34SO,6.666666666667d-13
1350,34SO,33S33S34S,,34S34S,33S33SO,3.333333333333d-13
1351,34SO,33S33S36S,,33S34S,33S36SO,6.666666666667d-13
1352,34SO,33S33S36S,,34S36S,33S33SO,3.333333333333d-13
1353,34SO,33S34S34S,,33S34S,34S34SO,3.333333333333d-13
1354,34SO,33S34S34S,,34S34S,33S34SO,6.666666666667d-13
1355,34SO,33S34S36S,,33S34S,34S36SO,3.333333333333d-13
1356,34SO,33S34S36S,,34S34S,33S36SO,3.333333333333d-13
1357,34SO,33S34S36S,,34S36S,33S34SO,3.333333333333d-13
1358,34SO,33S36S36S,,33S34S,36S36SO,3.333333333333d-13
1359,34SO,33S36S36S,,34S36S,33S36SO,6.666666666667d-13
1360,34SO,34S34S34S,,34S34S,34S34SO,1.0d-12
1361,34SO,34S34S36S,,34S34S,34S36SO,6.666666666667d-13
1362,34SO,34S34S36S,,34S36S,34S34SO,3.333333333333d-13
1363,34SO,34S36S36S,,34S34S,36S36SO,3.333333333333d-13
1364,34SO,34S36S36S,,34S36S,34S36SO,6.666666666667d-13
1365,34SO,36S36S36S,,34S36S,36S36SO,1.0d-12
1366,36SO,32S32S32S,,32S36S,32S32SO,1.0d-12
1367,36SO,32S32S33S,,32S36S,32S33SO,6.666666666667d-13
1368,36SO,32S32S33S,,33S36S,32S32SO,3.333333333333d-13
1369,36SO,32S32S34S,,32S36S,32S34SO,6.666666666667d-13
1370,36SO,32S32S34S,,34S36S,32S32SO,3.333333333333d-13
1371,36SO,32S32S36S,,32S36S,32S36SO,6.666666666667d-13
1372,36SO,32S32S36S,,36S36S,32S32SO,3.333333333333d-13
1373,36SO,32S33S33S,,32S36S,33S33SO,3.333333333333d-13
1374,36SO,32S33S33S,,33S36S,32S33SO,6.666666666667d-13
1375,36SO,32S33S34S,,32S36S,33S34SO,3.333333333333d-13
1376,36SO,32S33S34S,,33S36S,32S34SO,3.333333333333d-13
1377,36SO,32S33S34S,,34S36S,32S33SO,3.333333333333d-13
1378,36SO,32S33S36S,,32S36S,33S36SO,3.333333333333d-13
1379,36SO,32S33S36S,,33S36S,32S36SO,3.333333333333d-13
1380,36SO,32S33S36S,,36S36S,32S33SO,3.333333333333d-13
1381,36SO,32S34S34S,,32S36S,34S34SO,3.333333333333d-13
1382,36SO,32S34S34S,,34S36S,32S34SO,6.666666666667d-13
1383,36SO,32S34S36S,,32S36S,34S36SO,3.333333333333d-13
1384,36SO,32S34S36S,,34S36S,32S36SO,3.333333333333d-13
1385,36SO,32S34S36S,,36S36S,32S34SO,3.333333333333d-13
1386,36SO,32S36S36S,,32S36S,36S36SO,3.333333333333d-13
1387,36SO,32S36S36S,,36S36S,32S36SO,6.666666666667d-13
1388,36SO,33S33S33S,,33S36S,33S33SO,1.0d-12
1389,36SO,33S33S34S,,33S36S,33S34SO,6.666666666667d-13
1390,36SO,33S33S34S,,34S36S,33S33SO,3.333333333333d-13
1391,36SO,33S33S36S,,33S36S,33S36SO,6.666666666667d-13
1392,36SO,33S33S36S,,36S36S,33S33SO,3.333333333333d-13
1393,36SO,33S34S34S,,33S36S,34S34SO,3.333333333333d-13
1394,36SO,33S34S34S,,34S36S,33S34SO,6.666666666667d-13
1395,36SO,33S34S36S,,33S36S,34S36SO,3.333333333333d-13
1396,36SO,33S34S36S,,34S36S,33S36SO,3.333333333333d-13
1397,36SO,33S34S36S,,36S36S,33S34SO,3.333333333333d-13
1398,36SO,33S36S36S,,33S36S,36S36SO,3.333333333333d-13
1399,36SO,33S36S36S,,36S36S,33S36SO,6.666666666667d-13
1400,36SO,34S34S34S,,34S36S,34S34SO,1.0d-12
1401,36SO,34S34S36S,,34S36S,34S36SO,6.666666666667d-13
1402,36SO,34S34S36S,,36S36S,34S34SO,3.333333333333d-13
1403,36SO,34S36S36S,,34S36S,36S36SO,3.333333333333d-13
1404,36SO,34S36S36S,,36S36S,34S36SO,6.666666666667d-13
1405,36SO,36S36S36S,,36S36S,36S36SO,1.0d-12

# S + CO₂ → SO + CO
1406,32S,CO2,,32SO,CO,1.00d-20
1407,33S,CO2,,33SO,CO,1.00d-20
1408,34S,CO2,,34SO,CO,1.00d-20
1409,36S,CO2,,36SO,CO,1.00d-20

# S + S₄ → S₂ + S₃
1410,32S,32S32S32S32S,,32S32S,32S32S32S,8.0d-11
1411,32S,32S32S32S33S,,32S32S,32S32S33S,6.0d-11
1412,32S,32S32S32S33S,,32S33S,32S32S32S,2.0d-11
1413,32S,32S32S32S34S,,32S32S,32S32S34S,6.0d-11
1414,32S,32S32S32S34S,,32S34S,32S32S32S,2.0d-11
1415,32S,32S32S32S36S,,32S32S,32S32S36S,6.0d-11
1416,32S,32S32S32S36S,,32S36S,32S32S32S,2.0d-11
1417,32S,32S32S33S33S,,32S32S,32S33S33S,4.0d-11
1418,32S,32S32S33S33S,,32S33S,32S32S33S,4.0d-11
1419,32S,32S32S33S34S,,32S32S,32S33S34S,4.0d-11
1420,32S,32S32S33S34S,,32S33S,32S32S34S,2.0d-11
1421,32S,32S32S33S34S,,32S34S,32S32S33S,2.0d-11
1422,32S,32S32S33S36S,,32S32S,32S33S36S,4.0d-11
1423,32S,32S32S33S36S,,32S33S,32S32S36S,2.0d-11
1424,32S,32S32S33S36S,,32S36S,32S32S33S,2.0d-11
1425,32S,32S32S34S34S,,32S32S,32S34S34S,4.0d-11
1426,32S,32S32S34S34S,,32S34S,32S32S34S,4.0d-11
1427,32S,32S32S34S36S,,32S32S,32S34S36S,4.0d-11
1428,32S,32S32S34S36S,,32S34S,32S32S36S,2.0d-11
1429,32S,32S32S34S36S,,32S36S,32S32S34S,2.0d-11
1430,32S,32S32S36S36S,,32S32S,32S36S36S,4.0d-11
1431,32S,32S32S36S36S,,32S36S,32S32S36S,4.0d-11
1432,32S,32S33S33S33S,,32S32S,33S33S33S,2.0d-11
1433,32S,32S33S33S33S,,32S33S,32S33S33S,6.0d-11
1434,32S,32S33S33S34S,,32S32S,33S33S34S,2.0d-11
1435,32S,32S33S33S34S,,32S33S,32S33S34S,4.0d-11
1436,32S,32S33S33S34S,,32S34S,32S33S33S,2.0d-11
1437,32S,32S33S33S36S,,32S32S,33S33S36S,2.0d-11
1438,32S,32S33S33S36S,,32S33S,32S33S36S,4.0d-11
1439,32S,32S33S33S36S,,32S36S,32S33S33S,2.0d-11
1440,32S,32S33S34S34S,,32S32S,33S34S34S,2.0d-11
1441,32S,32S33S34S34S,,32S33S,32S34S34S,2.0d-11
1442,32S,32S33S34S34S,,32S34S,32S33S34S,4.0d-11
1443,32S,32S33S34S36S,,32S32S,33S34S36S,2.0d-11
1444,32S,32S33S34S36S,,32S33S,32S34S36S,2.0d-11
1445,32S,32S33S34S36S,,32S34S,32S33S36S,2.0d-11
1446,32S,32S33S34S36S,,32S36S,32S33S34S,2.0d-11
1447,32S,32S33S36S36S,,32S32S,33S36S36S,2.0d-11
1448,32S,32S33S36S36S,,32S33S,32S36S36S,2.0d-11
1449,32S,32S33S36S36S,,32S36S,32S33S36S,4.0d-11
1450,32S,32S34S34S34S,,32S32S,34S34S34S,2.0d-11
1451,32S,32S34S34S34S,,32S34S,32S34S34S,6.0d-11
1452,32S,32S34S34S36S,,32S32S,34S34S36S,2.0d-11
1453,32S,32S34S34S36S,,32S34S,32S34S36S,4.0d-11
1454,32S,32S34S34S36S,,32S36S,32S34S34S,2.0d-11
1455,32S,32S34S36S36S,,32S32S,34S36S36S,2.0d-11
1456,32S,32S34S36S36S,,32S34S,32S36S36S,2.0d-11
1457,32S,32S34S36S36S,,32S36S,32S34S36S,4.0d-11
1458,32S,32S36S36S36S,,32S32S,36S36S36S,2.0d-11
1459,32S,32S36S36S36S,,32S36S,32S36S36S,6.0d-11
1460,32S,33S33S33S33S,,32S33S,33S33S33S,8.0d-11
1461,32S,33S33S33S34S,,32S33S,33S33S34S,6.0d-11
1462,32S,33S33S33S34S,,32S34S,33S33S33S,2.0d-11
1463,32S,33S33S33S36S,,32S33S,33S33S36S,6.0d-11
1464,32S,33S33S33S36S,,32S36S,33S33S33S,2.0d-11
1465,32S,33S33S34S34S,,32S33S,33S34S34S,4.0d-11
1466,32S,33S33S34S34S,,32S34S,33S33S34S,4.0d-11
1467,32S,33S33S34S36S,,32S33S,33S34S36S,4.0d-11
1468,32S,33S33S34S36S,,32S34S,33S33S36S,2.0d-11
1469,32S,33S33S34S36S,,32S36S,33S33S34S,2.0d-11
1470,32S,33S33S36S36S,,32S33S,33S36S36S,4.0d-11
1471,32S,33S33S36S36S,,32S36S,33S33S36S,4.0d-11
1472,32S,33S34S34S34S,,32S33S,34S34S34S,2.0d-11
1473,32S,33S34S34S34S,,32S34S,33S34S34S,6.0d-11
1474,32S,33S34S34S36S,,32S33S,34S34S36S,2.0d-11
1475,32S,33S34S34S36S,,32S34S,33S34S36S,4.0d-11
1476,32S,33S34S34S36S,,32S36S,33S34S34S,2.0d-11
1477,32S,33S34S36S36S,,32S33S,34S36S36S,2.0d-11
1478,32S,33S34S36S36S,,32S34S,33S36S36S,2.0d-11
1479,32S,33S34S36S36S,,32S36S,33S34S36S,4.0d-11
1480,32S,33S36S36S36S,,32S33S,36S36S36S,2.0d-11
1481,32S,33S36S36S36S,,32S36S,33S36S36S,6.0d-11
1482,32S,34S34S34S34S,,32S34S,34S34S34S,8.0d-11
1483,32S,34S34S34S36S,,32S34S,34S34S36S,6.0d-11
1484,32S,34S34S34S36S,,32S36S,34S34S34S,2.0d-11
1485,32S,34S34S36S36S,,32S34S,34S36S36S,4.0d-11
1486,32S,34S34S36S36S,,32S36S,34S34S36S,4.0d-11
1487,32S,34S36S36S36S,,32S34S,36S36S36S,2.0d-11
1488,32S,34S36S36S36S,,32S36S,34S36S36S,6.0d-11
1489,32S,36S36S36S36S,,32S36S,36S36S36S,8.0d-11
1490,33S,32S32S32S32S,,32S33S,32S32S32S,8.0d-11
1491,33S,32S32S32S33S,,32S33S,32S32S33S,6.0d-11
1492,33S,32S32S32S33S,,33S33S,32S32S32S,2.0d-11
1493,33S,32S32S32S34S,,32S33S,32S32S34S,6.0d-11
1494,33S,32S32S32S34S,,33S34S,32S32S32S,2.0d-11
1495,33S,32S32S32S36S,,32S33S,32S32S36S,6.0d-11
1496,33S,32S32S32S36S,,33S36S,32S32S32S,2.0d-11
1497,33S,32S32S33S33S,,32S33S,32S33S33S,4.0d-11
1498,33S,32S32S33S33S,,33S33S,32S32S33S,4.0d-11
1499,33S,32S32S33S34S,,32S33S,32S33S34S,4.0d-11
1500,33S,32S32S33S34S,,33S33S,32S32S34S,2.0d-11
1501,33S,32S32S33S34S,,33S34S,32S32S33S,2.0d-11
1502,33S,32S32S33S36S,,32S33S,32S33S36S,4.0d-11
1503,33S,32S32S33S36S,,33S33S,32S32S36S,2.0d-11
1504,33S,32S32S33S36S,,33S36S,32S32S33S,2.0d-11
1505,33S,32S32S34S34S,,32S33S,32S34S34S,4.0d-11
1506,33S,32S32S34S34S,,33S34S,32S32S34S,4.0d-11
1507,33S,32S32S34S36S,,32S33S,32S34S36S,4.0d-11
1508,33S,32S32S34S36S,,33S34S,32S32S36S,2.0d-11
1509,33S,32S32S34S36S,,33S36S,32S32S34S,2.0d-11
1510,33S,32S32S36S36S,,32S33S,32S36S36S,4.0d-11
1511,33S,32S32S36S36S,,33S36S,32S32S36S,4.0d-11
1512,33S,32S33S33S33S,,32S33S,33S33S33S,2.0d-11
1513,33S,32S33S33S33S,,33S33S,32S33S33S,6.0d-11
1514,33S,32S33S33S34S,,32S33S,33S33S34S,2.0d-11
1515,33S,32S33S33S34S,,33S33S,32S33S34S,4.0d-11
1516,33S,32S33S33S34S,,33S34S,32S33S33S,2.0d-11
1517,33S,32S33S33S36S,,32S33S,33S33S36S,2.0d-11
1518,33S,32S33S33S36S,,33S33S,32S33S36S,4.0d-11
1519,33S,32S33S33S36S,,33S36S,32S33S33S,2.0d-11
1520,33S,32S33S34S34S,,32S33S,33S34S34S,2.0d-11
1521,33S,32S33S34S34S,,33S33S,32S34S34S,2.0d-11
1522,33S,32S33S34S34S,,33S34S,32S33S34S,4.0d-11
1523,33S,32S33S34S36S,,32S33S,33S34S36S,2.0d-11
1524,33S,32S33S34S36S,,33S33S,32S34S36S,2.0d-11
1525,33S,32S33S34S36S,,33S34S,32S33S36S,2.0d-11
1526,33S,32S33S34S36S,,33S36S,32S33S34S,2.0d-11
1527,33S,32S33S36S36S,,32S33S,33S36S36S,2.0d-11
1528,33S,32S33S36S36S,,33S33S,32S36S36S,2.0d-11
1529,33S,32S33S36S36S,,33S36S,32S33S36S,4.0d-11
1530,33S,32S34S34S34S,,32S33S,34S34S34S,2.0d-11
1531,33S,32S34S34S34S,,33S34S,32S34S34S,6.0d-11
1532,33S,32S34S34S36S,,32S33S,34S34S36S,2.0d-11
1533,33S,32S34S34S36S,,33S34S,32S34S36S,4.0d-11
1534,33S,32S34S34S36S,,33S36S,32S34S34S,2.0d-11
1535,33S,32S34S36S36S,,32S33S,34S36S36S,2.0d-11
1536,33S,32S34S36S36S,,33S34S,32S36S36S,2.0d-11
1537,33S,32S34S36S36S,,33S36S,32S34S36S,4.0d-11
1538,33S,32S36S36S36S,,32S33S,36S36S36S,2.0d-11
1539,33S,32S36S36S36S,,33S36S,32S36S36S,6.0d-11
1540,33S,33S33S33S33S,,33S33S,33S33S33S,8.0d-11
1541,33S,33S33S33S34S,,33S33S,33S33S34S,6.0d-11
1542,33S,33S33S33S34S,,33S34S,33S33S33S,2.0d-11
1543,33S,33S33S33S36S,,33S33S,33S33S36S,6.0d-11
1544,33S,33S33S33S36S,,33S36S,33S33S33S,2.0d-11
1545,33S,33S33S34S34S,,33S33S,33S34S34S,4.0d-11
1546,33S,33S33S34S34S,,33S34S,33S33S34S,4.0d-11
1547,33S,33S33S34S36S,,33S33S,33S34S36S,4.0d-11
1548,33S,33S33S34S36S,,33S34S,33S33S36S,2.0d-11
1549,33S,33S33S34S36S,,33S36S,33S33S34S,2.0d-11
1550,33S,33S33S36S36S,,33S33S,33S36S36S,4.0d-11
1551,33S,33S33S36S36S,,33S36S,33S33S36S,4.0d-11
1552,33S,33S34S34S34S,,33S33S,34S34S34S,2.0d-11
1553,33S,33S34S34S34S,,33S34S,33S34S34S,6.0d-11
1554,33S,33S34S34S36S,,33S33S,34S34S36S,2.0d-11
1555,33S,33S34S34S36S,,33S34S,33S34S36S,4.0d-11
1556,33S,33S34S34S36S,,33S36S,33S34S34S,2.0d-11
1557,33S,33S34S36S36S,,33S33S,34S36S36S,2.0d-11
1558,33S,33S34S36S36S,,33S34S,33S36S36S,2.0d-11
1559,33S,33S34S36S36S,,33S36S,33S34S36S,4.0d-11
1560,33S,33S36S36S36S,,33S33S,36S36S36S,2.0d-11
1561,33S,33S36S36S36S,,33S36S,33S36S36S,6.0d-11
1562,33S,34S34S34S34S,,33S34S,34S34S34S,8.0d-11
1563,33S,34S34S34S36S,,33S34S,34S34S36S,6.0d-11
1564,33S,34S34S34S36S,,33S36S,34S34S34S,2.0d-11
1565,33S,34S34S36S36S,,33S34S,34S36S36S,4.0d-11
1566,33S,34S34S36S36S,,33S36S,34S34S36S,4.0d-11
1567,33S,34S36S36S36S,,33S34S,36S36S36S,2.0d-11
1568,33S,34S36S36S36S,,33S36S,34S36S36S,6.0d-11
1569,33S,36S36S36S36S,,33S36S,36S36S36S,8.0d-11
1570,34S,32S32S32S32S,,32S34S,32S32S32S,8.0d-11
1571,34S,32S32S32S33S,,32S34S,32S32S33S,6.0d-11
1572,34S,32S32S32S33S,,33S34S,32S32S32S,2.0d-11
1573,34S,32S32S32S34S,,32S34S,32S32S34S,6.0d-11
1574,34S,32S32S32S34S,,34S34S,32S32S32S,2.0d-11
1575,34S,32S32S32S36S,,32S34S,32S32S36S,6.0d-11
1576,34S,32S32S32S36S,,34S36S,32S32S32S,2.0d-11
1577,34S,32S32S33S33S,,32S34S,32S33S33S,4.0d-11
1578,34S,32S32S33S33S,,33S34S,32S32S33S,4.0d-11
1579,34S,32S32S33S34S,,32S34S,32S33S34S,4.0d-11
1580,34S,32S32S33S34S,,33S34S,32S32S34S,2.0d-11
1581,34S,32S32S33S34S,,34S34S,32S32S33S,2.0d-11
1582,34S,32S32S33S36S,,32S34S,32S33S36S,4.0d-11
1583,34S,32S32S33S36S,,33S34S,32S32S36S,2.0d-11
1584,34S,32S32S33S36S,,34S36S,32S32S33S,2.0d-11
1585,34S,32S32S34S34S,,32S34S,32S34S34S,4.0d-11
1586,34S,32S32S34S34S,,34S34S,32S32S34S,4.0d-11
1587,34S,32S32S34S36S,,32S34S,32S34S36S,4.0d-11
1588,34S,32S32S34S36S,,34S34S,32S32S36S,2.0d-11
1589,34S,32S32S34S36S,,34S36S,32S32S34S,2.0d-11
1590,34S,32S32S36S36S,,32S34S,32S36S36S,4.0d-11
1591,34S,32S32S36S36S,,34S36S,32S32S36S,4.0d-11
1592,34S,32S33S33S33S,,32S34S,33S33S33S,2.0d-11
1593,34S,32S33S33S33S,,33S34S,32S33S33S,6.0d-11
1594,34S,32S33S33S34S,,32S34S,33S33S34S,2.0d-11
1595,34S,32S33S33S34S,,33S34S,32S33S34S,4.0d-11
1596,34S,32S33S33S34S,,34S34S,32S33S33S,2.0d-11
1597,34S,32S33S33S36S,,32S34S,33S33S36S,2.0d-11
1598,34S,32S33S33S36S,,33S34S,32S33S36S,4.0d-11
1599,34S,32S33S33S36S,,34S36S,32S33S33S,2.0d-11
1600,34S,32S33S34S34S,,32S34S,33S34S34S,2.0d-11
1601,34S,32S33S34S34S,,33S34S,32S34S34S,2.0d-11
1602,34S,32S33S34S34S,,34S34S,32S33S34S,4.0d-11
1603,34S,32S33S34S36S,,32S34S,33S34S36S,2.0d-11
1604,34S,32S33S34S36S,,33S34S,32S34S36S,2.0d-11
1605,34S,32S33S34S36S,,34S34S,32S33S36S,2.0d-11
1606,34S,32S33S34S36S,,34S36S,32S33S34S,2.0d-11
1607,34S,32S33S36S36S,,32S34S,33S36S36S,2.0d-11
1608,34S,32S33S36S36S,,33S34S,32S36S36S,2.0d-11
1609,34S,32S33S36S36S,,34S36S,32S33S36S,4.0d-11
1610,34S,32S34S34S34S,,32S34S,34S34S34S,2.0d-11
1611,34S,32S34S34S34S,,34S34S,32S34S34S,6.0d-11
1612,34S,32S34S34S36S,,32S34S,34S34S36S,2.0d-11
1613,34S,32S34S34S36S,,34S34S,32S34S36S,4.0d-11
1614,34S,32S34S34S36S,,34S36S,32S34S34S,2.0d-11
1615,34S,32S34S36S36S,,32S34S,34S36S36S,2.0d-11
1616,34S,32S34S36S36S,,34S34S,32S36S36S,2.0d-11
1617,34S,32S34S36S36S,,34S36S,32S34S36S,4.0d-11
1618,34S,32S36S36S36S,,32S34S,36S36S36S,2.0d-11
1619,34S,32S36S36S36S,,34S36S,32S36S36S,6.0d-11
1620,34S,33S33S33S33S,,33S34S,33S33S33S,8.0d-11
1621,34S,33S33S33S34S,,33S34S,33S33S34S,6.0d-11
1622,34S,33S33S33S34S,,34S34S,33S33S33S,2.0d-11
1623,34S,33S33S33S36S,,33S34S,33S33S36S,6.0d-11
1624,34S,33S33S33S36S,,34S36S,33S33S33S,2.0d-11
1625,34S,33S33S34S34S,,33S34S,33S34S34S,4.0d-11
1626,34S,33S33S34S34S,,34S34S,33S33S34S,4.0d-11
1627,34S,33S33S34S36S,,33S34S,33S34S36S,4.0d-11
1628,34S,33S33S34S36S,,34S34S,33S33S36S,2.0d-11
1629,34S,33S33S34S36S,,34S36S,33S33S34S,2.0d-11
1630,34S,33S33S36S36S,,33S34S,33S36S36S,4.0d-11
1631,34S,33S33S36S36S,,34S36S,33S33S36S,4.0d-11
1632,34S,33S34S34S34S,,33S34S,34S34S34S,2.0d-11
1633,34S,33S34S34S34S,,34S34S,33S34S34S,6.0d-11
1634,34S,33S34S34S36S,,33S34S,34S34S36S,2.0d-11
1635,34S,33S34S34S36S,,34S34S,33S34S36S,4.0d-11
1636,34S,33S34S34S36S,,34S36S,33S34S34S,2.0d-11
1637,34S,33S34S36S36S,,33S34S,34S36S36S,2.0d-11
1638,34S,33S34S36S36S,,34S34S,33S36S36S,2.0d-11
1639,34S,33S34S36S36S,,34S36S,33S34S36S,4.0d-11
