0          References for Cross Section of 32S32S        
           Sarka et al., 2023 (4 isotopes but 10 isotopes needed=>No isotope)   
0 Branching ratio for 32S32S       Total        1 branch
Lambda  Total   32S/32S
3224.456047  1.59E-21  1.59E-21
3224.462337  3.47E-21  3.47E-21
3224.469915  2.72E-21  2.72E-21
3224.50147  6.68E-23  6.68E-23
3224.555438  1.91E-21  1.91E-21
3224.571536  3.13E-22  3.13E-22
3224.608664  3.35E-22  3.35E-22
3224.67015  6.44E-25  6.44E-25
3224.711202  1.10E-20  1.10E-20
3224.734661  4.64E-21  4.64E-21
3224.758318  3.29E-23  3.29E-23
3224.769287  2.86E-22  2.86E-22
3224.7773  1.28E-21  1.28E-21
3224.785445  5.62E-21  5.62E-21
3224.804949  4.57E-22  4.57E-22
3224.838941  5.47E-24  5.47E-24
3224.858962  1.34E-24  1.34E-24
3224.875012  4.86E-21  4.86E-21
3224.888354  2.96E-20  2.96E-20
3224.914366  7.21E-22  7.21E-22
3224.984563  7.37E-24  7.37E-24
3224.991521  4.12E-22  4.12E-22
3224.998192  3.17E-21  3.17E-21
3225.004865  3.60E-21  3.60E-21
3225.011534  6.34E-22  6.34E-22
3225.023251  1.41E-23  1.41E-23
3225.0669  5.20E-23  5.20E-23
3225.087946  2.25E-23  2.25E-23
3225.129365  3.50E-25  3.50E-25
3225.17692  1.08E-20  1.08E-20
3225.193499  3.09E-22  3.09E-22
3225.213465  2.33E-23  2.33E-23
3225.262666  4.44E-23  4.44E-23
3225.273906  4.80E-22  4.80E-22
3225.281944  7.94E-22  7.94E-22
3225.28995  3.44E-21  3.44E-21
3225.301739  8.63E-22  8.63E-22
3225.320719  4.33E-23  4.33E-23
3225.331586  4.65E-22  4.65E-22
3225.339622  7.15E-21  7.15E-21
3225.347628  3.40E-20  3.40E-20
3225.358282  9.40E-21  9.40E-21
3225.44815  7.00E-22  7.00E-22
3225.465689  2.74E-21  2.74E-21
3225.473141  3.92E-22  3.92E-22
3225.479222  1.52E-22  1.52E-22
3225.484642  4.55E-22  4.55E-22
3225.491171  4.81E-22  4.81E-22
3225.496684  2.21E-22  2.21E-22
3225.502216  7.86E-23  7.86E-23
3225.509471  6.66E-24  6.66E-24
3225.521111  5.62E-25  5.62E-25
3225.539662  3.39E-23  3.39E-23
3225.559581  1.56E-22  1.56E-22
3225.598261  2.70E-22  2.70E-22
3225.616854  4.63E-21  4.63E-21
3225.629705  8.42E-22  8.42E-22
3225.644888  7.51E-21  7.51E-21
3225.673387  2.50E-23  2.50E-23
3225.693389  2.89E-24  2.89E-24
3225.782406  8.98E-23  8.98E-23
3225.818811  1.39E-20  1.39E-20
3225.832158  1.80E-20  1.80E-20
3225.85233  4.62E-23  4.62E-23
3225.873482  1.34E-24  1.34E-24
3225.918445  1.51E-22  1.51E-22
3225.948652  1.76E-21  1.76E-21
3226.008491  3.66E-23  3.66E-23
3226.046402  5.05E-22  5.05E-22
3226.100504  5.78E-23  5.78E-23
3226.131756  1.36E-20  1.36E-20
3226.145102  7.99E-21  7.99E-21
3226.240513  3.58E-23  3.58E-23
3226.303284  4.35E-22  4.35E-22
3226.312305  1.56E-20  1.56E-20
3226.321111  2.71E-20  2.71E-20
3226.331024  1.64E-21  1.64E-21
3226.343561  7.71E-23  7.71E-23
3226.367151  1.75E-23  1.75E-23
3226.384255  5.28E-23  5.28E-23
3226.398047  9.50E-25  9.50E-25
3226.412956  2.45E-25  2.45E-25
3226.429155  2.69E-23  2.69E-23
3226.441176  2.11E-21  2.11E-21
3226.449649  2.13E-21  2.13E-21
3226.454926  6.14E-22  6.14E-22
3226.459932  1.51E-21  1.51E-21
3226.465057  4.62E-21  4.62E-21
3226.47141  3.53E-21  3.53E-21
3226.478855  3.44E-22  3.44E-22
3226.498846  4.56E-25  4.56E-25
3226.523341  2.40E-24  2.40E-24
3226.53135  1.39E-22  1.39E-22
3226.539359  4.53E-22  4.53E-22
3226.54803  9.05E-23  9.05E-23
3226.580287  2.63E-25  2.63E-25
3226.625917  1.08E-21  1.08E-21
3226.639265  1.53E-20  1.53E-20
3226.657307  9.59E-22  9.59E-22
3226.696  2.14E-22  2.14E-22
3226.723179  1.27E-22  1.27E-22
3226.738738  1.76E-23  1.76E-23
3226.766577  5.10E-24  5.10E-24
3226.806986  3.91E-22  3.91E-22
3226.820975  1.95E-20  1.95E-20
3226.834096  9.51E-21  9.51E-21
3226.8767  5.74E-23  5.74E-23
3226.961166  1.66E-21  1.66E-21
3226.979692  1.57E-22  1.57E-22
3226.995698  1.62E-21  1.62E-21
3227.009071  6.86E-22  6.86E-22
3227.01966  3.47E-23  3.47E-23
3227.046574  3.38E-24  3.38E-24
3227.093929  3.67E-22  3.67E-22
3227.107691  3.87E-22  3.87E-22
3227.124852  2.87E-23  2.87E-23
3227.147182  4.77E-21  4.77E-21
3227.157666  1.52E-20  1.52E-20
3227.167679  1.29E-21  1.29E-21
3227.195937  3.24E-23  3.24E-23
3227.294789  2.13E-24  2.13E-24
3227.314042  9.55E-25  9.55E-25
3227.328357  1.44E-21  1.44E-21
3227.341936  2.06E-20  2.06E-20
3227.352171  1.26E-20  1.26E-20
3227.362199  1.61E-21  1.61E-21
3227.378739  4.51E-22  4.51E-22
3227.407043  6.39E-23  6.39E-23
3227.482202  8.75E-25  8.75E-25
3227.493868  2.85E-22  2.85E-22
3227.503882  2.63E-21  2.63E-21
3227.518537  5.05E-22  5.05E-22
3227.577757  2.64E-23  2.64E-23
3227.593522  3.49E-23  3.49E-23
3227.603659  1.88E-22  1.88E-22
3227.620044  1.06E-22  1.06E-22
3227.648243  4.24E-23  4.24E-23
3227.667179  6.56E-23  6.56E-23
3227.687472  5.14E-21  5.14E-21
3227.748865  2.02E-22  2.02E-22
3227.863583  5.88E-22  5.88E-22
3227.876569  1.51E-20  1.51E-20
3227.884581  2.42E-20  2.42E-20
3227.892593  2.84E-21  2.84E-21
3227.900568  2.10E-23  2.10E-23
3227.911036  4.22E-22  4.22E-22
3227.9263  1.65E-21  1.65E-21
3227.936391  8.04E-23  8.04E-23
3227.950108  3.71E-23  3.71E-23
3227.988935  7.83E-23  7.83E-23
3228.015377  1.31E-23  1.31E-23
3228.046016  2.99E-23  2.99E-23
3228.060689  2.04E-21  2.04E-21
3228.074042  5.00E-22  5.00E-22
3228.088745  1.72E-24  1.72E-24
3228.108414  7.82E-24  7.82E-24
3228.12742  1.62E-23  1.62E-23
3228.147179  9.19E-23  9.19E-23
3228.164243  5.32E-23  5.32E-23
3228.183389  3.58E-22  3.58E-22
3228.208747  1.09E-22  1.09E-22
3228.22518  8.31E-21  8.31E-21
3228.238534  8.53E-21  8.53E-21
3228.373154  2.90E-21  2.90E-21
3228.43409  1.84E-20  1.84E-20
3228.447506  4.56E-22  4.56E-22
3228.46953  4.38E-23  4.38E-23
3228.488145  7.08E-22  7.08E-22
3228.501876  1.34E-21  1.34E-21
3228.552562  2.17E-24  2.17E-24
3228.589148  2.13E-23  2.13E-23
3228.619078  6.59E-23  6.59E-23
3228.644678  1.55E-21  1.55E-21
3228.675476  8.97E-24  8.97E-24
3228.702107  1.90E-22  1.90E-22
3228.749999  5.08E-24  5.08E-24
3228.780981  1.33E-21  1.33E-21
3228.790722  1.30E-20  1.30E-20
3228.797985  9.58E-21  9.58E-21
3228.804633  9.37E-22  9.37E-22
3228.810937  7.84E-23  7.84E-23
3228.819475  2.18E-23  2.18E-23
3228.826887  3.20E-23  3.20E-23
3228.834327  4.21E-22  4.21E-22
3228.844362  4.01E-22  4.01E-22
3228.861059  4.52E-24  4.52E-24
3228.880623  7.17E-23  7.17E-23
3228.908526  7.80E-25  7.80E-25
3228.937086  2.20E-24  2.20E-24
3228.96794  2.26E-21  2.26E-21
3229.037326  4.48E-21  4.48E-21
3229.089789  1.21E-21  1.21E-21
3229.110868  2.45E-23  2.45E-23
3229.125165  4.58E-22  4.58E-22
3229.135184  3.28E-21  3.28E-21
3229.145203  5.77E-22  5.77E-22
3229.180711  3.87E-24  3.87E-24
3229.237514  1.49E-21  1.49E-21
3229.25562  5.79E-23  5.79E-23
3229.272303  3.46E-22  3.46E-22
3229.285212  7.02E-23  7.02E-23
3229.291573  5.58E-23  5.58E-23
3229.296534  3.20E-22  3.20E-22
3229.302196  6.89E-22  6.89E-22
3229.307401  8.85E-22  8.85E-22
3229.311812  9.53E-22  9.53E-22
3229.315626  6.23E-22  6.23E-22
3229.319275  2.45E-22  2.45E-22
3229.322918  1.10E-22  1.10E-22
3229.326562  1.20E-22  1.20E-22
3229.33065  1.83E-22  1.83E-22
3229.335815  5.13E-22  5.13E-22
3229.341541  9.32E-22  9.32E-22
3229.347756  3.75E-22  3.75E-22
3229.355538  3.08E-22  3.08E-22
3229.370588  7.80E-21  7.80E-21
3229.384886  8.60E-22  8.60E-22
3229.403817  1.13E-22  1.13E-22
3229.429244  1.38E-22  1.38E-22
3229.441692  2.23E-22  2.23E-22
3229.451713  9.93E-22  9.93E-22
3229.469804  1.69E-22  1.69E-22
3229.507657  2.09E-22  2.09E-22
3229.522259  1.90E-22  1.90E-22
3229.532473  8.14E-22  8.14E-22
3229.549242  2.42E-22  2.42E-22
3229.564846  1.52E-21  1.52E-21
3229.575113  1.84E-20  1.84E-20
3229.585134  5.42E-21  5.42E-21
3229.593934  4.02E-23  4.02E-23
3229.603988  2.43E-22  2.43E-22
3229.620095  1.92E-22  1.92E-22
3229.630617  4.89E-22  4.89E-22
3229.6432  8.83E-22  8.83E-22
3229.658036  3.70E-23  3.70E-23
3229.677803  3.55E-24  3.55E-24
3229.689657  2.59E-23  2.59E-23
3229.696039  3.86E-22  3.86E-22
3229.701765  1.97E-21  1.97E-21
3229.70724  3.08E-21  3.08E-21
3229.712721  2.55E-21  2.55E-21
3229.718448  9.94E-22  9.94E-22
3229.724505  8.21E-22  8.21E-22
3229.735026  2.67E-22  2.67E-22
3229.747191  3.30E-22  3.30E-22
3229.76566  6.41E-22  6.41E-22
3229.796598  5.10E-23  5.10E-23
3229.817851  1.18E-22  1.18E-22
3229.840817  2.36E-23  2.36E-23
3229.851897  1.69E-21  1.69E-21
3229.861918  2.37E-21  2.37E-21
3229.871834  8.00E-23  8.00E-23
3229.882188  2.20E-22  2.20E-22
3229.901285  8.17E-22  8.17E-22
3229.930987  2.02E-22  2.02E-22
3229.95676  5.34E-21  5.34E-21
3229.990375  1.10E-23  1.10E-23
3230.003415  4.86E-22  4.86E-22
3230.016189  6.31E-22  6.31E-22
3230.034512  5.27E-23  5.27E-23
3230.0456  1.24E-21  1.24E-21
3230.052358  1.81E-21  1.81E-21
3230.059038  2.23E-21  2.23E-21
3230.065721  3.11E-21  3.11E-21
3230.073561  5.39E-22  5.39E-22
3230.102697  6.16E-24  6.16E-24
3230.128632  5.74E-23  5.74E-23
3230.151444  8.72E-23  8.72E-23
3230.163626  6.11E-21  6.11E-21
3230.171643  1.92E-20  1.92E-20
3230.179661  5.21E-21  5.21E-21
3230.187695  2.98E-22  2.98E-22
3230.205187  7.02E-23  7.02E-23
3230.226646  1.09E-21  1.09E-21
3230.253276  1.10E-24  1.10E-24
3230.276564  3.01E-24  3.01E-24
3230.312718  5.96E-23  5.96E-23
3230.340659  1.05E-21  1.05E-21
3230.353257  8.94E-23  8.94E-23
3230.367858  8.94E-22  8.94E-22
3230.380023  5.96E-23  5.96E-23
3230.393016  3.61E-22  3.61E-22
3230.404295  2.82E-22  2.82E-22
3230.416973  1.27E-21  1.27E-21
3230.460356  4.46E-23  4.46E-23
3230.494743  1.73E-21  1.73E-21
3230.505805  1.68E-22  1.68E-22
3230.515257  1.89E-24  1.89E-24
3230.527988  3.68E-23  3.68E-23
3230.546941  1.88E-22  1.88E-22
3230.561648  8.39E-21  8.39E-21
3230.571868  4.79E-21  4.79E-21
3230.57977  3.73E-22  3.73E-22
3230.585772  7.17E-23  7.17E-23
3230.593346  1.01E-23  1.01E-23
3230.603454  6.09E-24  6.09E-24
3230.611967  9.12E-23  9.12E-23
3230.621175  1.53E-21  1.53E-21
3230.633755  4.06E-22  4.06E-22
3230.642863  8.95E-23  8.95E-23
3230.655498  1.27E-21  1.27E-21
3230.67861  2.85E-23  2.85E-23
3230.734886  1.45E-22  1.45E-22
3230.774898  1.03E-20  1.03E-20
3230.782962  1.48E-20  1.48E-20
3230.789203  3.72E-21  3.72E-21
3230.794931  1.80E-21  1.80E-21
3230.800814  4.89E-22  4.89E-22
3230.808266  1.75E-23  1.75E-23
3230.825441  3.04E-24  3.04E-24
3230.849519  1.24E-21  1.24E-21
3230.88892  3.84E-23  3.84E-23
3230.937996  1.39E-22  1.39E-22
3230.962321  6.69E-24  6.69E-24
3230.988195  1.12E-21  1.12E-21
3231.000389  4.75E-22  4.75E-22
3231.01093  2.34E-21  2.34E-21
3231.019881  7.89E-22  7.89E-22
3231.026564  5.39E-22  5.39E-22
3231.033869  1.85E-21  1.85E-21
3231.042386  5.03E-22  5.03E-22
3231.050406  1.40E-22  1.40E-22
3231.069499  1.25E-22  1.25E-22
3231.093309  1.20E-21  1.20E-21
3231.11754  9.46E-23  9.46E-23
3231.146898  1.22E-21  1.22E-21
3231.165725  1.74E-22  1.74E-22
3231.215541  2.64E-21  2.64E-21
3231.281885  1.63E-22  1.63E-22
3231.291911  1.72E-21  1.72E-21
3231.301923  4.41E-22  4.41E-22
3231.309978  2.89E-24  2.89E-24
3231.321621  2.51E-23  2.51E-23
3231.340004  3.81E-24  3.81E-24
3231.355616  1.14E-21  1.14E-21
3231.372133  2.08E-22  2.08E-22
3231.383388  5.79E-23  5.79E-23
3231.396857  7.08E-21  7.08E-21
3231.409048  9.71E-21  9.71E-21
3231.433526  2.49E-23  2.49E-23
3231.482832  3.00E-23  3.00E-23
3231.522053  2.21E-22  2.21E-22
3231.542511  4.63E-23  4.63E-23
3231.564187  9.97E-22  9.97E-22
3231.585897  2.09E-22  2.09E-22
3231.612578  7.78E-22  7.78E-22
3231.627509  3.60E-22  3.60E-22
3231.638101  1.31E-21  1.31E-21
3231.64973  8.59E-22  8.59E-22
3231.659933  1.12E-21  1.12E-21
3231.688445  2.12E-22  2.12E-22
3231.7703  1.11E-23  1.11E-23
3231.790743  4.52E-24  4.52E-24
3231.812044  3.62E-21  3.62E-21
3231.822466  7.19E-21  7.19E-21
3231.832493  1.35E-21  1.35E-21
3231.84337  2.47E-23  2.47E-23
3231.857524  8.49E-22  8.49E-22
3231.881061  3.97E-22  3.97E-22
3231.931916  3.50E-22  3.50E-22
3231.945325  1.62E-21  1.62E-21
3231.958238  2.94E-23  2.94E-23
3231.971737  9.69E-22  9.69E-22
3231.993091  5.71E-22  5.71E-22
3232.045311  4.46E-21  4.46E-21
3232.081242  7.69E-23  7.69E-23
3232.104696  4.53E-23  4.53E-23
3232.16908  6.15E-22  6.15E-22
3232.183312  1.41E-21  1.41E-21
3232.197836  1.52E-22  1.52E-22
3232.216564  1.88E-25  1.88E-25
3232.236021  2.01E-25  2.01E-25
3232.248851  1.50E-22  1.50E-22
3232.258278  1.94E-21  1.94E-21
3232.265157  1.48E-21  1.48E-21
3232.271842  1.62E-22  1.62E-22
3232.278558  6.23E-24  6.23E-24
3232.288562  3.97E-25  3.97E-25
3232.328518  1.35E-23  1.35E-23
3232.347433  4.53E-22  4.53E-22
3232.360298  1.01E-21  1.01E-21
3232.367758  2.56E-21  2.56E-21
3232.374539  1.02E-20  1.02E-20
3232.382444  1.26E-20  1.26E-20
3232.389903  4.60E-21  4.60E-21
3232.397081  3.80E-21  3.80E-21
3232.410042  6.42E-21  6.42E-21
3232.426293  6.73E-22  6.73E-22
3232.445189  7.02E-21  7.02E-21
3232.465631  2.94E-21  2.94E-21
3232.482545  3.94E-22  3.94E-22
3232.492113  8.35E-21  8.35E-21
3232.498743  1.17E-20  1.17E-20
3232.50399  4.22E-21  4.22E-21
3232.508458  2.63E-21  2.63E-21
3232.512917  2.14E-21  2.14E-21
3232.517935  1.78E-21  1.78E-21
3232.523734  2.03E-21  2.03E-21
3232.529639  1.13E-21  1.13E-21
3232.53859  2.25E-21  2.25E-21
3232.556899  5.05E-21  5.05E-21
3232.58134  4.92E-23  4.92E-23
3232.591577  1.36E-21  1.36E-21
3232.598604  3.31E-21  3.31E-21
3232.604338  2.53E-21  2.53E-21
3232.610069  3.95E-21  3.95E-21
3232.615868  4.05E-21  4.05E-21
3232.623609  5.60E-22  5.60E-22
3232.635435  5.09E-21  5.09E-21
3232.659408  1.96E-22  1.96E-22
3232.671102  6.79E-23  6.79E-23
3232.679914  3.74E-22  3.74E-22
3232.686994  3.09E-21  3.09E-21
3232.693797  1.41E-20  1.41E-20
3232.703568  9.51E-21  9.51E-21
3232.723347  4.24E-21  4.24E-21
3232.77893  2.75E-21  2.75E-21
3232.828269  4.45E-21  4.45E-21
3232.848716  1.01E-20  1.01E-20
3232.862568  1.55E-21  1.55E-21
3232.894383  3.41E-23  3.41E-23
3232.917798  5.74E-21  5.74E-21
3232.930511  2.86E-21  2.86E-21
3232.939217  1.06E-22  1.06E-22
3232.94891  1.86E-21  1.86E-21
3232.957162  5.54E-21  5.54E-21
3232.964274  1.98E-20  1.98E-20
3232.971208  1.06E-20  1.06E-20
3232.980605  3.37E-22  3.37E-22
3233.018994  1.50E-21  1.50E-21
3233.056921  7.95E-21  7.95E-21
3233.070462  1.08E-21  1.08E-21
3233.087472  2.94E-21  2.94E-21
3233.11694  3.69E-21  3.69E-21
3233.165529  2.81E-21  2.81E-21
3233.210179  2.25E-21  2.25E-21
3233.222174  1.38E-21  1.38E-21
3233.231811  2.11E-21  2.11E-21
3233.23904  2.40E-21  2.40E-21
3233.244292  6.42E-21  6.42E-21
3233.250041  1.90E-20  1.90E-20
3233.256389  1.19E-20  1.19E-20
3233.263605  9.91E-22  9.91E-22
3233.271869  2.54E-23  2.54E-23
3233.286198  8.55E-24  8.55E-24
3233.308187  6.63E-23  6.63E-23
3233.321159  1.56E-21  1.56E-21
3233.333935  5.92E-22  5.92E-22
3233.345339  8.27E-22  8.27E-22
3233.358909  1.66E-20  1.66E-20
3233.379494  1.19E-21  1.19E-21
3233.399729  2.80E-22  2.80E-22
3233.413208  1.47E-20  1.47E-20
3233.457168  3.09E-21  3.09E-21
3233.552801  4.52E-21  4.52E-21
3233.591639  1.68E-20  1.68E-20
3233.600339  9.75E-21  9.75E-21
3233.608366  2.64E-21  2.64E-21
3233.616962  1.52E-21  1.52E-21
3233.648564  3.62E-23  3.62E-23
3233.707055  2.10E-21  2.10E-21
3233.720432  1.38E-20  1.38E-20
3233.738124  4.81E-22  4.81E-22
3233.76518  3.40E-23  3.40E-23
3233.778845  6.86E-21  6.86E-21
3233.787662  1.95E-20  1.95E-20
3233.797173  3.35E-21  3.35E-21
3233.807696  4.25E-21  4.25E-21
3233.825905  1.42E-21  1.42E-21
3233.854868  1.74E-22  1.74E-22
3233.880512  3.27E-23  3.27E-23
3233.913946  7.38E-21  7.38E-21
3233.927323  8.09E-21  8.09E-21
3233.939093  1.76E-23  1.76E-23
3233.950618  3.29E-25  3.29E-25
3233.959679  3.03E-23  3.03E-23
3233.964515  3.78E-22  3.78E-22
3233.968529  1.74E-21  1.74E-21
3233.972508  3.65E-21  3.65E-21
3233.97623  3.65E-21  3.65E-21
3233.980422  2.04E-21  2.04E-21
3233.984882  4.40E-21  4.40E-21
3233.989342  1.57E-20  1.57E-20
3233.994008  2.14E-20  2.14E-20
3233.998905  9.47E-21  9.47E-21
3234.004413  1.32E-21  1.32E-21
3234.012481  1.59E-21  1.59E-21
3234.022111  1.19E-21  1.19E-21
3234.030934  8.87E-23  8.87E-23
3234.052115  3.43E-21  3.43E-21
3234.11491  6.00E-22  6.00E-22
3234.127624  5.34E-21  5.34E-21
3234.137659  1.62E-20  1.62E-20
3234.152041  1.34E-21  1.34E-21
3234.190488  1.80E-23  1.80E-23
3234.202375  1.67E-21  1.67E-21
3234.212459  1.81E-20  1.81E-20
3234.223415  3.47E-21  3.47E-21
3234.24235  2.71E-23  2.71E-23
3234.367604  5.64E-21  5.64E-21
3234.427477  2.81E-22  2.81E-22
3234.437004  3.17E-21  3.17E-21
3234.445032  1.65E-20  1.65E-20
3234.453061  1.35E-20  1.35E-20
3234.462684  6.27E-22  6.27E-22
3234.493685  1.09E-21  1.09E-21
3234.513992  2.09E-21  2.09E-21
3234.536436  2.86E-23  2.86E-23
3234.546533  1.70E-21  1.70E-21
3234.555546  2.25E-21  2.25E-21
3234.562318  2.52E-22  2.52E-22
3234.569016  6.88E-24  6.88E-24
3234.582778  2.45E-24  2.45E-24
3234.601995  8.25E-21  8.25E-21
3234.615123  1.18E-20  1.18E-20
3234.625159  1.09E-21  1.09E-21
3234.637195  2.80E-22  2.80E-22
3234.690578  6.13E-21  6.13E-21
3234.717108  3.11E-22  3.11E-22
3234.731937  2.01E-21  2.01E-21
3234.746238  7.25E-21  7.25E-21
3234.848313  6.78E-21  6.78E-21
3234.873738  1.22E-20  1.22E-20
3234.887637  7.34E-22  7.34E-22
3234.950403  5.98E-21  5.98E-21
3234.983016  3.99E-23  3.99E-23
3234.993453  1.64E-21  1.64E-21
3235.003491  2.49E-21  2.49E-21
3235.013559  1.78E-22  1.78E-22
3235.036026  7.37E-25  7.37E-25
3235.048154  1.04E-22  1.04E-22
3235.058191  2.38E-22  2.38E-22
3235.068229  1.25E-23  1.25E-23
3235.1225  7.88E-21  7.88E-21
3235.152208  4.22E-21  4.22E-21
3235.184917  2.27E-23  2.27E-23
3235.21099  2.14E-21  2.14E-21
3235.232525  1.03E-20  1.03E-20
3235.248346  3.41E-21  3.41E-21
3235.263663  1.54E-23  1.54E-23
3235.280884  2.39E-24  2.39E-24
3235.295204  2.86E-23  2.86E-23
3235.304064  2.71E-23  2.71E-23
3235.309983  7.03E-23  7.03E-23
3235.315987  3.13E-22  3.13E-22
3235.322042  1.05E-21  1.05E-21
3235.327779  9.82E-22  9.82E-22
3235.334601  1.80E-21  1.80E-21
3235.343599  1.09E-21  1.09E-21
3235.399891  5.90E-21  5.90E-21
3235.442789  6.42E-22  6.42E-22
3235.455399  7.97E-21  7.97E-21
3235.468783  1.49E-21  1.49E-21
3235.485723  4.84E-23  4.84E-23
3235.50578  8.48E-22  8.48E-22
3235.519202  2.25E-21  2.25E-21
3235.530243  1.50E-20  1.50E-20
3235.543635  7.09E-22  7.09E-22
3235.611778  2.60E-24  2.60E-24
3235.65628  1.07E-22  1.07E-22
3235.66538  5.33E-22  5.33E-22
3235.673412  8.28E-22  8.28E-22
3235.682772  2.20E-22  2.20E-22
3235.694254  1.16E-23  1.16E-23
3235.708618  6.78E-23  6.78E-23
3235.722356  1.24E-20  1.24E-20
3235.772757  1.89E-21  1.89E-21
3235.814627  1.43E-21  1.43E-21
3235.828764  8.85E-21  8.85E-21
3235.889541  1.89E-21  1.89E-21
3235.93227  1.67E-21  1.67E-21
3235.940303  4.96E-21  4.96E-21
3235.948335  1.72E-21  1.72E-21
3235.956326  6.84E-23  6.84E-23
3235.965973  1.99E-24  1.99E-24
3236.009316  5.43E-22  5.43E-22
3236.040389  1.65E-20  1.65E-20
3236.053778  2.93E-21  2.93E-21
3236.08257  1.06E-23  1.06E-23
3236.111069  5.80E-22  5.80E-22
3236.124459  2.67E-22  2.67E-22
3236.138853  6.34E-22  6.34E-22
3236.158133  1.02E-20  1.02E-20
3236.173934  1.97E-21  1.97E-21
3236.21031  1.62E-21  1.62E-21
3236.245083  3.10E-24  3.10E-24
3236.258128  9.22E-24  9.22E-24
3236.270239  1.55E-22  1.55E-22
3236.283548  3.93E-23  3.93E-23
3236.292757  8.08E-22  8.08E-22
3236.302551  1.55E-21  1.55E-21
3236.312592  1.55E-21  1.55E-21
3236.336932  8.94E-22  8.94E-22
3236.397711  5.29E-21  5.29E-21
3236.442422  9.21E-22  9.21E-22
3236.465553  7.53E-22  7.53E-22
3236.499575  4.65E-21  4.65E-21
3236.551134  1.01E-23  1.01E-23
3236.609044  1.35E-23  1.35E-23
3236.632357  5.60E-25  5.60E-25
3236.656856  3.36E-23  3.36E-23
3236.671064  1.53E-21  1.53E-21
3236.690912  1.40E-21  1.40E-21
3236.711847  1.70E-20  1.70E-20
3236.720926  6.00E-21  6.00E-21
3236.728961  5.49E-22  5.49E-22
3236.737848  5.73E-22  5.73E-22
3236.76582  1.83E-23  1.83E-23
3236.817685  1.17E-21  1.17E-21
3236.827583  3.45E-21  3.45E-21
3236.835618  1.53E-20  1.53E-20
3236.844463  6.39E-21  6.39E-21
3236.857432  1.41E-23  1.41E-23
3236.875384  1.12E-22  1.12E-22
3236.888801  9.59E-23  9.59E-23
3236.903753  7.35E-24  7.35E-24
3236.916602  1.74E-21  1.74E-21
3236.929992  5.49E-21  5.49E-21
3236.942807  5.73E-23  5.73E-23
3236.958034  7.50E-22  7.50E-22
3236.991796  1.73E-22  1.73E-22
3237.067044  1.39E-20  1.39E-20
3237.080501  3.86E-21  3.86E-21
3237.09246  6.66E-24  6.66E-24
3237.099579  3.35E-23  3.35E-23
3237.106665  8.22E-22  8.22E-22
3237.1147  2.28E-21  2.28E-21
3237.122735  7.72E-22  7.72E-22
3237.13061  2.36E-23  2.36E-23
3237.154572  1.37E-23  1.37E-23
3237.221064  4.72E-21  4.72E-21
3237.343219  2.15E-22  2.15E-22
3237.356612  1.41E-21  1.41E-21
3237.375002  3.71E-23  3.71E-23
3237.429042  5.01E-21  5.01E-21
3237.443732  1.68E-20  1.68E-20
3237.454491  1.10E-21  1.10E-21
3237.470862  2.84E-25  2.84E-25
3237.489941  1.02E-22  1.02E-22
3237.500079  1.33E-21  1.33E-21
3237.510124  5.17E-22  5.17E-22
3237.52313  7.34E-24  7.34E-24
3237.586001  4.48E-21  4.48E-21
3237.683456  2.76E-21  2.76E-21
3237.700285  5.69E-23  5.69E-23
3237.714583  2.43E-24  2.43E-24
3237.731161  1.62E-23  1.62E-23
3237.750431  2.63E-22  2.63E-22
3237.770762  1.94E-22  1.94E-22
3237.807098  1.63E-22  1.63E-22
3237.821127  1.01E-20  1.01E-20
3237.836095  7.45E-21  7.45E-21
3237.89522  5.68E-22  5.68E-22
3237.915  4.88E-22  4.88E-22
3237.928259  1.70E-24  1.70E-24
3237.938438  3.23E-22  3.23E-22
3237.948104  1.02E-21  1.02E-21
3237.95629  1.06E-21  1.06E-21
3237.966494  1.13E-20  1.13E-20
3237.979753  1.30E-21  1.30E-21
3237.995805  7.01E-24  7.01E-24
3238.02029  9.68E-24  9.68E-24
3238.038481  1.70E-23  1.70E-23
3238.049395  3.62E-22  3.62E-22
3238.065799  5.12E-22  5.12E-22
3238.084928  4.00E-23  4.00E-23
3238.110184  5.03E-24  5.03E-24
3238.128754  9.03E-24  9.03E-24
3238.141204  8.19E-23  8.19E-23
3238.154684  1.93E-23  1.93E-23
3238.185845  1.65E-22  1.65E-22
3238.201233  2.98E-21  2.98E-21
3238.212627  8.33E-22  8.33E-22
3238.225565  8.83E-21  8.83E-21
3238.351167  4.01E-21  4.01E-21
3238.395897  2.71E-24  2.71E-24
3238.407032  1.70E-23  1.70E-23
3238.41708  1.66E-23  1.66E-23
3238.427303  1.77E-24  1.77E-24
3238.44505  1.74E-21  1.74E-21
3238.456212  6.06E-21  6.06E-21
3238.461576  3.41E-21  3.41E-21
3238.466075  2.88E-21  2.88E-21
3238.470541  3.97E-21  3.97E-21
3238.475004  4.10E-21  4.10E-21
3238.47918  3.48E-21  3.48E-21
3238.483199  2.29E-21  2.29E-21
3238.487284  8.66E-22  8.66E-22
3238.492032  3.08E-22  3.08E-22
3238.49797  3.42E-22  3.42E-22
3238.506499  1.45E-21  1.45E-21
3238.517657  1.73E-21  1.73E-21
3238.543275  1.49E-22  1.49E-22
3238.566487  1.90E-21  1.90E-21
3238.584058  3.09E-23  3.09E-23
