0          References for Cross Section of 32S32S        
           Sarka et al., 2023 (4 isotopes but 10 isotopes needed=>No isotope)   
0 Branching ratio for 32S32S       Total        1 branch
Lambda  Total   32S/32S
2354.901785  1.17E-19  1.17E-19
2354.908345  1.26E-19  1.26E-19
2354.913353  6.36E-19  6.36E-19
2354.919616  3.50E-18  3.50E-18
2354.925523  1.35E-18  1.35E-18
2354.930673  1.54E-19  1.54E-19
2354.935981  1.18E-19  1.18E-19
2354.944323  1.26E-19  1.26E-19
2354.953479  1.25E-19  1.25E-19
2354.961378  1.19E-19  1.19E-19
2354.967909  2.54E-19  2.54E-19
2354.974385  4.12E-19  4.12E-19
2354.980339  1.53E-19  1.53E-19
2354.98707  1.17E-19  1.17E-19
2354.99598  1.17E-19  1.17E-19
2355.007168  1.19E-19  1.19E-19
2355.019265  1.17E-19  1.17E-19
2355.03459  1.17E-19  1.17E-19
2355.041551  1.20E-19  1.20E-19
2355.046721  1.27E-19  1.27E-19
2355.051126  1.37E-19  1.37E-19
2355.054762  2.05E-19  2.05E-19
2355.058279  5.74E-19  5.74E-19
2355.061972  2.31E-18  2.31E-18
2355.066387  3.39E-18  3.39E-18
2355.07093  9.94E-19  9.94E-19
2355.076506  1.40E-19  1.40E-19
2355.0821  1.20E-19  1.20E-19
2355.086803  1.18E-19  1.18E-19
2355.091154  1.18E-19  1.18E-19
2355.095198  1.82E-19  1.82E-19
2355.099999  1.51E-18  1.51E-18
2355.104898  3.87E-18  3.87E-18
2355.109246  1.71E-18  1.71E-18
2355.114231  2.13E-19  2.13E-19
2355.120565  1.18E-19  1.18E-19
2355.127831  1.18E-19  1.18E-19
2355.133548  1.18E-19  1.18E-19
2355.139422  1.18E-19  1.18E-19
2355.146471  1.18E-19  1.18E-19
2355.154045  1.18E-19  1.18E-19
2355.160651  1.18E-19  1.18E-19
2355.168463  1.20E-19  1.20E-19
2355.176261  1.30E-19  1.30E-19
2355.183588  3.90E-19  3.90E-19
2355.193568  1.86E-19  1.86E-19
2355.201894  1.19E-19  1.19E-19
2355.208597  1.18E-19  1.18E-19
2355.213115  1.24E-19  1.24E-19
2355.217013  2.00E-19  2.00E-19
2355.22095  6.01E-19  6.01E-19
2355.224904  1.07E-18  1.07E-18
2355.229352  5.57E-19  5.57E-19
2355.234699  1.57E-19  1.57E-19
2355.243229  1.21E-19  1.21E-19
2355.254225  1.31E-18  1.31E-18
2355.263486  2.40E-18  2.40E-18
2355.270628  1.90E-19  1.90E-19
2355.278017  1.32E-19  1.32E-19
2355.285427  1.19E-19  1.19E-19
2355.292035  1.59E-19  1.59E-19
2355.298097  1.56E-18  1.56E-18
2355.30294  3.88E-18  3.88E-18
2355.3082  1.29E-18  1.29E-18
2355.313903  1.43E-19  1.43E-19
2355.321363  1.18E-19  1.18E-19
2355.329041  1.18E-19  1.18E-19
2355.337711  1.19E-19  1.19E-19
2355.344679  2.08E-19  2.08E-19
2355.352141  3.72E-19  3.72E-19
2355.360397  1.29E-19  1.29E-19
2355.36772  1.34E-19  1.34E-19
2355.373463  1.27E-19  1.27E-19
2355.377755  1.53E-19  1.53E-19
2355.381708  1.88E-19  1.88E-19
2355.385343  1.56E-19  1.56E-19
2355.388729  1.26E-19  1.26E-19
2355.392379  1.41E-19  1.41E-19
2355.396032  3.44E-19  3.44E-19
2355.400758  7.46E-19  7.46E-19
2355.407543  2.46E-19  2.46E-19
2355.415723  1.19E-19  1.19E-19
2355.426855  1.19E-19  1.19E-19
2355.434159  1.18E-19  1.18E-19
2355.443626  1.19E-19  1.19E-19
2355.451515  1.18E-19  1.18E-19
2355.45763  1.37E-19  1.37E-19
2355.464396  1.64E-18  1.64E-18
2355.471502  2.85E-18  2.85E-18
2355.479766  2.17E-19  2.17E-19
2355.488519  1.19E-19  1.19E-19
2355.494517  1.19E-19  1.19E-19
2355.499515  1.19E-19  1.19E-19
2355.503581  1.34E-19  1.34E-19
2355.507389  5.09E-19  5.09E-19
2355.511666  2.82E-18  2.82E-18
2355.517089  3.00E-18  3.00E-18
2355.523871  2.68E-19  2.68E-19
2355.531693  1.19E-19  1.19E-19
2355.539196  1.19E-19  1.19E-19
2355.544855  1.19E-19  1.19E-19
2355.550129  1.19E-19  1.19E-19
2355.555332  1.19E-19  1.19E-19
2355.560305  1.20E-19  1.20E-19
2355.565563  2.09E-19  2.09E-19
2355.572082  4.53E-19  4.53E-19
2355.578535  1.77E-19  1.77E-19
2355.586061  1.21E-19  1.21E-19
2355.5935  1.19E-19  1.19E-19
2355.601899  1.28E-19  1.28E-19
2355.610712  1.22E-19  1.22E-19
2355.618537  1.19E-19  1.19E-19
2355.627369  1.19E-19  1.19E-19
2355.634464  1.19E-19  1.19E-19
2355.642198  1.19E-19  1.19E-19
2355.650457  1.19E-19  1.19E-19
2355.656424  1.20E-19  1.20E-19
2355.662712  1.32E-19  1.32E-19
2355.668581  1.28E-19  1.28E-19
2355.673752  1.21E-19  1.21E-19
2355.679873  1.41E-19  1.41E-19
2355.68607  1.25E-18  1.25E-18
2355.691713  3.81E-18  3.81E-18
2355.697144  1.18E-18  1.18E-18
2355.704152  1.93E-19  1.93E-19
2355.714519  1.34E-19  1.34E-19
2355.725916  1.24E-19  1.24E-19
2355.732021  4.13E-19  4.13E-19
2355.7366  2.69E-18  2.69E-18
2355.740636  4.31E-18  4.31E-18
2355.744533  1.93E-18  1.93E-18
2355.748638  3.80E-19  3.80E-19
2355.752774  1.45E-19  1.45E-19
2355.757991  1.21E-19  1.21E-19
2355.763817  1.19E-19  1.19E-19
2355.769612  1.19E-19  1.19E-19
2355.776105  1.20E-19  1.20E-19
2355.784407  1.19E-19  1.19E-19
2355.794802  1.23E-19  1.23E-19
2355.803292  1.34E-19  1.34E-19
2355.810553  1.21E-19  1.21E-19
2355.81794  1.20E-19  1.20E-19
2355.824451  1.25E-19  1.25E-19
2355.830657  4.38E-19  4.38E-19
2355.836755  8.63E-19  8.63E-19
2355.842009  2.55E-19  2.55E-19
2355.846797  1.23E-19  1.23E-19
2355.852604  1.20E-19  1.20E-19
2355.862216  1.20E-19  1.20E-19
2355.878885  1.20E-19  1.20E-19
2355.890665  1.20E-19  1.20E-19
2355.898357  1.20E-19  1.20E-19
2355.904571  1.20E-19  1.20E-19
2355.910773  1.20E-19  1.20E-19
2355.917681  2.28E-19  2.28E-19
2355.924181  2.49E-18  2.49E-18
2355.930829  2.49E-18  2.49E-18
2355.93692  2.06E-19  2.06E-19
2355.941797  1.21E-19  1.21E-19
2355.946931  1.23E-19  1.23E-19
2355.952123  1.23E-19  1.23E-19
2355.956898  1.23E-19  1.23E-19
2355.961449  1.29E-19  1.29E-19
2355.966444  2.47E-19  2.47E-19
2355.9715  8.64E-19  8.64E-19
2355.976011  3.08E-18  3.08E-18
2355.981497  2.89E-18  2.89E-18
2355.987346  3.04E-19  3.04E-19
2355.993266  1.23E-19  1.23E-19
2355.999794  1.23E-19  1.23E-19
2356.006496  1.40E-19  1.40E-19
2356.013524  5.57E-19  5.57E-19
2356.021275  3.25E-19  3.25E-19
2356.028055  1.32E-19  1.32E-19
2356.035485  1.66E-19  1.66E-19
2356.041049  1.62E-19  1.62E-19
2356.046492  1.36E-19  1.36E-19
2356.053047  1.74E-19  1.74E-19
2356.063047  1.33E-19  1.33E-19
2356.075606  1.21E-19  1.21E-19
2356.082303  1.29E-19  1.29E-19
2356.087885  1.27E-19  1.27E-19
2356.093284  1.21E-19  1.21E-19
2356.09732  1.20E-19  1.20E-19
2356.101089  1.23E-19  1.23E-19
2356.105678  1.45E-19  1.45E-19
2356.110164  1.54E-19  1.54E-19
2356.114829  1.29E-19  1.29E-19
2356.119505  1.21E-19  1.21E-19
2356.124733  1.20E-19  1.20E-19
2356.13299  1.21E-19  1.21E-19
2356.14247  1.87E-19  1.87E-19
2356.149452  3.90E-19  3.90E-19
2356.157684  1.54E-19  1.54E-19
2356.165211  1.38E-19  1.38E-19
2356.173415  2.37E-18  2.37E-18
2356.180435  2.47E-18  2.47E-18
2356.185292  3.32E-19  3.32E-19
2356.189818  1.27E-19  1.27E-19
2356.195144  1.21E-19  1.21E-19
2356.200139  1.20E-19  1.20E-19
2356.205405  1.20E-19  1.20E-19
2356.213953  1.21E-19  1.21E-19
2356.221993  2.69E-19  2.69E-19
2356.229242  2.99E-18  2.99E-18
2356.237876  9.53E-19  9.53E-19
2356.244495  1.33E-19  1.33E-19
2356.25081  1.35E-19  1.35E-19
2356.257034  1.26E-19  1.26E-19
2356.263695  1.21E-19  1.21E-19
2356.270304  1.23E-19  1.23E-19
2356.277639  1.31E-19  1.31E-19
2356.284772  1.22E-19  1.22E-19
2356.290706  1.22E-19  1.22E-19
2356.295502  1.26E-19  1.26E-19
2356.300223  1.24E-19  1.24E-19
2356.304659  1.21E-19  1.21E-19
2356.309138  1.21E-19  1.21E-19
2356.313307  1.22E-19  1.22E-19
2356.317666  1.23E-19  1.23E-19
2356.323219  1.21E-19  1.21E-19
2356.328641  1.21E-19  1.21E-19
2356.333793  1.23E-19  1.23E-19
2356.340131  1.35E-19  1.35E-19
2356.34785  1.25E-19  1.25E-19
2356.355935  1.21E-19  1.21E-19
2356.366722  1.69E-19  1.69E-19
2356.376248  1.58E-19  1.58E-19
2356.385145  3.97E-19  3.97E-19
2356.392489  1.73E-19  1.73E-19
2356.398614  1.22E-19  1.22E-19
2356.405564  1.22E-19  1.22E-19
2356.412738  1.21E-19  1.21E-19
2356.424355  1.31E-19  1.31E-19
2356.436753  2.43E-18  2.43E-18
2356.444182  2.19E-18  2.19E-18
2356.449519  2.21E-19  2.21E-19
2356.45439  3.36E-19  3.36E-19
2356.459934  8.40E-19  8.40E-19
2356.466277  2.88E-19  2.88E-19
2356.473768  1.22E-19  1.22E-19
2356.482096  1.21E-19  1.21E-19
2356.487948  2.03E-19  2.03E-19
2356.492824  1.65E-18  1.65E-18
2356.497538  3.96E-18  3.96E-18
2356.502046  1.65E-18  1.65E-18
2356.506269  2.46E-19  2.46E-19
2356.511412  1.24E-19  1.24E-19
2356.517425  1.23E-19  1.23E-19
2356.523343  1.22E-19  1.22E-19
2356.528586  1.22E-19  1.22E-19
2356.534979  1.22E-19  1.22E-19
2356.542025  1.22E-19  1.22E-19
2356.549315  1.22E-19  1.22E-19
2356.557059  1.22E-19  1.22E-19
2356.563216  1.82E-19  1.82E-19
2356.569831  3.91E-19  3.91E-19
2356.575386  1.87E-19  1.87E-19
2356.579352  1.30E-19  1.30E-19
2356.582967  1.59E-19  1.59E-19
2356.587554  2.27E-19  2.27E-19
2356.593074  1.67E-19  1.67E-19
2356.598252  1.24E-19  1.24E-19
2356.60294  1.22E-19  1.22E-19
2356.609713  1.27E-19  1.27E-19
2356.61765  1.28E-19  1.28E-19
2356.624992  1.22E-19  1.22E-19
2356.63097  1.24E-19  1.24E-19
2356.636086  1.50E-19  1.50E-19
2356.639942  2.95E-19  2.95E-19
2356.643748  6.25E-19  6.25E-19
2356.64792  5.05E-19  5.05E-19
2356.652011  1.86E-19  1.86E-19
2356.656533  1.23E-19  1.23E-19
2356.660947  1.22E-19  1.22E-19
2356.666236  1.22E-19  1.22E-19
2356.674758  1.22E-19  1.22E-19
2356.682383  1.22E-19  1.22E-19
2356.694017  1.22E-19  1.22E-19
2356.700976  1.25E-19  1.25E-19
2356.7056  1.63E-19  1.63E-19
2356.71102  1.02E-18  1.02E-18
2356.716521  3.94E-18  3.94E-18
2356.721322  1.96E-18  1.96E-18
2356.72712  2.08E-19  2.08E-19
2356.733917  1.34E-19  1.34E-19
2356.740273  1.22E-19  1.22E-19
2356.744837  1.22E-19  1.22E-19
2356.749559  1.22E-19  1.22E-19
2356.754175  1.23E-19  1.23E-19
2356.758353  1.23E-19  1.23E-19
2356.762696  1.22E-19  1.22E-19
2356.766355  1.36E-19  1.36E-19
2356.770235  5.48E-19  5.48E-19
2356.775204  3.23E-18  3.23E-18
2356.780045  2.83E-18  2.83E-18
2356.785305  3.96E-19  3.96E-19
2356.793744  1.32E-19  1.32E-19
2356.808787  2.55E-19  2.55E-19
2356.822232  1.91E-19  1.91E-19
2356.847804  1.22E-19  1.22E-19
2356.859474  1.22E-19  1.22E-19
2356.866757  1.23E-19  1.23E-19
2356.872588  1.22E-19  1.22E-19
2356.878318  1.22E-19  1.22E-19
2356.884683  1.31E-19  1.31E-19
2356.889601  1.44E-19  1.44E-19
2356.893911  1.32E-19  1.32E-19
2356.898268  1.35E-19  1.35E-19
2356.902353  1.72E-19  1.72E-19
2356.906785  1.64E-19  1.64E-19
2356.911831  1.27E-19  1.27E-19
2356.916303  1.23E-19  1.23E-19
2356.920841  1.23E-19  1.23E-19
2356.926515  1.26E-19  1.26E-19
2356.933733  1.25E-19  1.25E-19
2356.940287  1.23E-19  1.23E-19
2356.948581  1.37E-19  1.37E-19
2356.960394  1.29E-19  1.29E-19
2356.966662  1.23E-19  1.23E-19
2356.973539  1.23E-19  1.23E-19
2356.97865  1.23E-19  1.23E-19
2356.983343  1.23E-19  1.23E-19
2356.987536  1.23E-19  1.23E-19
2356.991847  1.23E-19  1.23E-19
2356.995965  1.40E-19  1.40E-19
2356.999965  5.18E-19  5.18E-19
2357.005117  3.20E-18  3.20E-18
2357.012167  1.89E-18  1.89E-18
2357.02055  1.36E-19  1.36E-19
2357.03042  1.23E-19  1.23E-19
2357.036225  1.24E-19  1.24E-19
2357.040513  1.38E-19  1.38E-19
2357.04463  1.87E-19  1.87E-19
2357.049002  1.88E-19  1.88E-19
2357.052884  1.39E-19  1.39E-19
2357.056289  1.27E-19  1.27E-19
2357.059533  1.44E-19  1.44E-19
2357.063324  4.70E-19  4.70E-19
2357.068332  2.91E-18  2.91E-18
2357.074013  2.48E-18  2.48E-18
2357.07928  3.01E-19  3.01E-19
2357.087622  1.57E-19  1.57E-19
2357.101077  4.95E-19  4.95E-19
2357.11045  1.28E-19  1.28E-19
2357.118659  1.24E-19  1.24E-19
2357.12579  1.29E-19  1.29E-19
2357.13209  1.42E-19  1.42E-19
2357.141387  1.25E-19  1.25E-19
2357.152372  1.23E-19  1.23E-19
2357.164414  1.23E-19  1.23E-19
2357.180107  1.23E-19  1.23E-19
2357.191535  1.31E-19  1.31E-19
2357.198168  1.34E-19  1.34E-19
2357.20232  1.25E-19  1.25E-19
2357.205909  1.24E-19  1.24E-19
2357.209569  1.25E-19  1.25E-19
2357.214112  1.26E-19  1.26E-19
2357.218659  1.24E-19  1.24E-19
2357.223714  1.23E-19  1.23E-19
2357.228518  1.23E-19  1.23E-19
2357.234027  1.24E-19  1.24E-19
2357.238144  1.24E-19  1.24E-19
2357.241677  1.24E-19  1.24E-19
2357.244932  1.26E-19  1.26E-19
2357.248269  1.44E-19  1.44E-19
2357.251923  2.38E-19  2.38E-19
2357.256375  4.26E-19  4.26E-19
2357.260961  2.82E-19  2.82E-19
2357.267502  1.30E-19  1.30E-19
2357.276721  1.28E-19  1.28E-19
2357.286424  4.35E-19  4.35E-19
2357.296666  1.75E-19  1.75E-19
2357.30568  1.45E-18  1.45E-18
2357.314789  2.69E-18  2.69E-18
2357.320416  2.97E-19  2.97E-19
2357.326198  1.45E-19  1.45E-19
2357.333263  1.27E-19  1.27E-19
2357.34053  1.24E-19  1.24E-19
2357.355245  1.24E-19  1.24E-19
2357.370919  9.87E-19  9.87E-19
2357.382809  1.66E-18  1.66E-18
2357.39046  1.48E-19  1.48E-19
2357.397088  1.62E-19  1.62E-19
2357.404494  1.26E-19  1.26E-19
2357.411869  1.24E-19  1.24E-19
2357.426615  1.24E-19  1.24E-19
2357.437984  1.34E-19  1.34E-19
2357.44351  1.94E-19  1.94E-19
2357.44753  2.40E-19  2.40E-19
2357.451038  3.37E-19  3.37E-19
2357.45422  4.11E-19  4.11E-19
2357.457464  2.87E-19  2.87E-19
2357.460811  1.58E-19  1.58E-19
2357.464805  1.26E-19  1.26E-19
2357.468414  1.24E-19  1.24E-19
2357.472324  1.24E-19  1.24E-19
2357.476595  1.24E-19  1.24E-19
2357.481276  1.26E-19  1.26E-19
2357.486386  1.26E-19  1.26E-19
2357.492204  1.24E-19  1.24E-19
2357.498166  1.24E-19  1.24E-19
2357.505915  1.24E-19  1.24E-19
2357.514512  1.25E-19  1.25E-19
2357.521172  1.24E-19  1.24E-19
2357.524571  1.24E-19  1.24E-19
2357.528018  1.28E-19  1.28E-19
2357.53168  1.45E-19  1.45E-19
2357.535647  1.60E-19  1.60E-19
2357.539678  1.39E-19  1.39E-19
2357.543819  1.25E-19  1.25E-19
2357.548285  1.24E-19  1.24E-19
2357.557455  1.24E-19  1.24E-19
2357.566551  1.24E-19  1.24E-19
2357.573443  1.26E-19  1.26E-19
2357.578621  1.28E-19  1.28E-19
2357.583987  1.25E-19  1.25E-19
2357.588961  1.24E-19  1.24E-19
2357.59386  1.24E-19  1.24E-19
2357.598582  1.25E-19  1.25E-19
2357.602797  1.25E-19  1.25E-19
2357.607279  1.25E-19  1.25E-19
2357.612087  1.25E-19  1.25E-19
2357.617313  1.31E-19  1.31E-19
2357.623262  9.05E-19  9.05E-19
2357.629787  3.48E-18  3.48E-18
2357.637734  4.72E-19  4.72E-19
2357.645278  1.27E-19  1.27E-19
2357.6536  1.24E-19  1.24E-19
2357.66328  1.25E-19  1.25E-19
2357.673697  1.45E-19  1.45E-19
2357.682037  1.29E-19  1.29E-19
2357.689169  2.21E-19  2.21E-19
2357.695888  2.44E-18  2.44E-18
2357.703097  1.85E-18  1.85E-18
2357.711979  3.16E-19  3.16E-19
2357.72811  1.32E-19  1.32E-19
2357.740328  1.85E-19  1.85E-19
2357.747326  4.22E-19  4.22E-19
2357.75203  7.16E-19  7.16E-19
2357.756562  3.36E-19  3.36E-19
2357.761975  1.59E-19  1.59E-19
2357.76755  1.71E-19  1.71E-19
2357.772541  1.42E-19  1.42E-19
2357.777909  1.26E-19  1.26E-19
2357.785197  1.25E-19  1.25E-19
2357.79447  1.25E-19  1.25E-19
2357.806606  1.26E-19  1.26E-19
2357.817391  1.35E-19  1.35E-19
2357.823486  1.27E-19  1.27E-19
2357.829455  1.27E-19  1.27E-19
2357.836162  1.25E-19  1.25E-19
2357.843617  1.25E-19  1.25E-19
2357.855871  1.25E-19  1.25E-19
2357.868245  1.25E-19  1.25E-19
2357.877968  1.25E-19  1.25E-19
2357.888512  1.25E-19  1.25E-19
2357.898651  1.28E-19  1.28E-19
2357.906404  1.49E-19  1.49E-19
2357.913855  2.60E-19  2.60E-19
2357.921668  2.42E-19  2.42E-19
2357.926938  1.31E-19  1.31E-19
2357.931629  1.26E-19  1.26E-19
2357.935825  1.30E-19  1.30E-19
2357.939874  2.01E-19  2.01E-19
2357.943258  4.33E-19  4.33E-19
2357.946379  5.69E-19  5.69E-19
2357.949364  3.94E-19  3.94E-19
2357.952822  3.58E-19  3.58E-19
2357.957796  2.42E-18  2.42E-18
2357.963218  3.08E-18  3.08E-18
2357.969075  3.87E-19  3.87E-19
2357.97375  1.28E-19  1.28E-19
2357.97775  1.27E-19  1.27E-19
2357.981712  1.27E-19  1.27E-19
2357.985279  1.26E-19  1.26E-19
2357.988534  1.26E-19  1.26E-19
2357.992005  1.32E-19  1.32E-19
2357.995724  1.47E-19  1.47E-19
2358.001913  1.39E-19  1.39E-19
2358.026975  1.57E-18  1.57E-18
2358.041282  8.23E-19  8.23E-19
2358.053046  1.26E-19  1.26E-19
2358.068893  1.26E-19  1.26E-19
2358.081406  1.26E-19  1.26E-19
2358.088679  1.30E-19  1.30E-19
2358.094823  1.65E-19  1.65E-19
2358.100047  1.53E-19  1.53E-19
2358.10494  1.30E-19  1.30E-19
2358.109729  1.26E-19  1.26E-19
2358.11479  1.26E-19  1.26E-19
2358.119495  1.26E-19  1.26E-19
2358.124206  1.28E-19  1.28E-19
2358.128284  1.28E-19  1.28E-19
2358.13242  1.27E-19  1.27E-19
2358.136881  1.26E-19  1.26E-19
2358.141669  1.26E-19  1.26E-19
2358.149237  1.35E-19  1.35E-19
2358.15949  1.36E-19  1.36E-19
2358.167024  1.26E-19  1.26E-19
2358.17431  1.27E-19  1.27E-19
2358.179339  1.67E-19  1.67E-19
2358.184039  3.57E-19  3.57E-19
2358.188582  3.20E-19  3.20E-19
2358.193968  1.46E-19  1.46E-19
2358.19885  1.38E-19  1.38E-19
2358.204319  1.32E-19  1.32E-19
2358.210625  1.27E-19  1.27E-19
2358.21815  1.26E-19  1.26E-19
2358.227515  1.26E-19  1.26E-19
2358.23824  1.29E-19  1.29E-19
2358.251454  1.40E-19  1.40E-19
2358.273906  1.26E-19  1.26E-19
2358.295376  4.03E-19  4.03E-19
2358.306112  3.38E-18  3.38E-18
2358.312925  8.62E-19  8.62E-19
2358.320331  1.78E-19  1.78E-19
2358.326999  1.28E-19  1.28E-19
2358.332163  1.26E-19  1.26E-19
2358.337847  1.27E-19  1.27E-19
2358.343616  1.27E-19  1.27E-19
2358.349262  1.27E-19  1.27E-19
2358.358563  1.26E-19  1.26E-19
2358.374949  9.11E-19  9.11E-19
2358.383165  2.99E-18  2.99E-18
2358.388814  5.71E-19  5.71E-19
2358.393952  3.23E-19  3.23E-19
2358.399028  2.63E-19  2.63E-19
2358.403907  1.39E-19  1.39E-19
2358.407998  1.35E-19  1.35E-19
2358.412709  2.81E-19  2.81E-19
2358.41854  6.55E-19  6.55E-19
2358.425657  2.18E-19  2.18E-19
2358.435392  1.28E-19  1.28E-19
2358.446263  1.71E-19  1.71E-19
2358.452171  1.47E-19  1.47E-19
2358.456289  1.29E-19  1.29E-19
2358.460646  1.27E-19  1.27E-19
2358.465877  1.27E-19  1.27E-19
2358.471866  1.27E-19  1.27E-19
2358.479815  1.27E-19  1.27E-19
2358.493107  1.28E-19  1.28E-19
2358.502493  1.27E-19  1.27E-19
2358.511589  1.32E-19  1.32E-19
2358.525456  1.36E-19  1.36E-19
2358.538322  1.27E-19  1.27E-19
2358.545426  1.27E-19  1.27E-19
2358.550542  1.27E-19  1.27E-19
2358.554727  1.29E-19  1.29E-19
2358.558731  1.35E-19  1.35E-19
2358.562713  1.37E-19  1.37E-19
2358.568134  1.29E-19  1.29E-19
2358.575445  1.27E-19  1.27E-19
2358.592272  1.27E-19  1.27E-19
2358.606107  1.32E-19  1.32E-19
2358.616556  3.68E-19  3.68E-19
2358.632513  1.40E-19  1.40E-19
2358.648568  1.50E-19  1.50E-19
2358.658114  6.53E-19  6.53E-19
2358.666087  3.14E-18  3.14E-18
2358.674284  4.89E-19  4.89E-19
2358.68062  1.44E-19  1.44E-19
2358.684909  1.30E-19  1.30E-19
2358.688834  1.37E-19  1.37E-19
2358.692788  1.59E-19  1.59E-19
2358.696761  1.55E-19  1.55E-19
2358.700882  1.33E-19  1.33E-19
2358.7054  1.28E-19  1.28E-19
2358.711289  1.27E-19  1.27E-19
2358.721408  1.34E-19  1.34E-19
2358.730114  1.34E-19  1.34E-19
2358.73601  3.70E-19  3.70E-19
2358.741199  2.42E-18  2.42E-18
2358.746495  2.39E-18  2.39E-18
2358.75121  4.10E-19  4.10E-19
2358.756281  1.33E-19  1.33E-19
2358.763618  1.29E-19  1.29E-19
2358.772886  1.28E-19  1.28E-19
2358.779209  1.28E-19  1.28E-19
2358.78444  1.28E-19  1.28E-19
2358.788816  1.28E-19  1.28E-19
2358.791956  1.28E-19  1.28E-19
2358.794884  1.31E-19  1.31E-19
2358.797628  1.40E-19  1.40E-19
2358.800126  1.52E-19  1.52E-19
2358.802992  1.54E-19  1.54E-19
2358.805982  1.46E-19  1.46E-19
2358.809318  1.58E-19  1.58E-19
2358.813214  1.64E-19  1.64E-19
2358.817702  1.37E-19  1.37E-19
2358.824391  1.28E-19  1.28E-19
2358.840888  1.28E-19  1.28E-19
2358.863799  1.28E-19  1.28E-19
2358.885942  2.59E-19  2.59E-19
2358.896251  1.52E-19  1.52E-19
2358.90639  1.28E-19  1.28E-19
2358.918307  1.29E-19  1.29E-19
2358.9353  1.28E-19  1.28E-19
2358.94386  1.28E-19  1.28E-19
2358.949641  1.28E-19  1.28E-19
2358.954335  1.28E-19  1.28E-19
2358.958058  1.29E-19  1.29E-19
2358.962216  1.28E-19  1.28E-19
2358.966489  1.28E-19  1.28E-19
2358.97361  1.28E-19  1.28E-19
2358.981198  1.35E-19  1.35E-19
2358.989306  1.48E-19  1.48E-19
2358.995113  1.30E-19  1.30E-19
2358.999904  1.28E-19  1.28E-19
2359.005239  1.28E-19  1.28E-19
2359.013472  1.28E-19  1.28E-19
2359.029545  6.23E-19  6.23E-19
2359.038241  3.10E-18  3.10E-18
2359.045128  5.38E-19  5.38E-19
2359.050376  1.32E-19  1.32E-19
2359.056511  1.29E-19  1.29E-19
2359.064791  1.29E-19  1.29E-19
2359.073829  1.29E-19  1.29E-19
2359.082663  1.29E-19  1.29E-19
2359.088307  1.32E-19  1.32E-19
2359.093081  2.16E-19  2.16E-19
2359.097275  5.44E-19  5.44E-19
2359.100627  6.34E-19  6.34E-19
2359.103784  3.59E-19  3.59E-19
2359.106773  1.74E-19  1.74E-19
2359.109898  1.67E-19  1.67E-19
2359.113204  5.91E-19  5.91E-19
2359.117412  2.54E-18  2.54E-18
2359.121732  2.58E-18  2.58E-18
2359.126678  5.08E-19  5.08E-19
2359.132354  1.32E-19  1.32E-19
2359.139095  1.30E-19  1.30E-19
2359.146056  1.32E-19  1.32E-19
2359.153046  1.31E-19  1.31E-19
2359.159557  1.30E-19  1.30E-19
2359.165491  1.87E-19  1.87E-19
2359.17092  3.91E-19  3.91E-19
2359.175311  2.95E-19  2.95E-19
2359.179357  1.53E-19  1.53E-19
2359.183485  1.30E-19  1.30E-19
2359.188053  1.29E-19  1.29E-19
2359.193013  1.29E-19  1.29E-19
2359.198785  1.47E-19  1.47E-19
2359.205098  1.85E-19  1.85E-19
2359.210706  1.40E-19  1.40E-19
2359.215626  1.29E-19  1.29E-19
2359.2209  1.29E-19  1.29E-19
2359.227425  1.29E-19  1.29E-19
2359.233607  1.29E-19  1.29E-19
2359.246855  1.29E-19  1.29E-19
2359.255606  1.29E-19  1.29E-19
2359.261459  1.36E-19  1.36E-19
2359.267128  1.39E-19  1.39E-19
2359.272065  1.31E-19  1.31E-19
2359.276274  1.29E-19  1.29E-19
2359.280331  1.29E-19  1.29E-19
2359.284512  1.30E-19  1.30E-19
2359.288918  1.36E-19  1.36E-19
2359.293184  1.54E-19  1.54E-19
2359.29709  1.88E-19  1.88E-19
2359.301426  3.85E-19  3.85E-19
2359.307161  3.39E-19  3.39E-19
2359.315388  1.33E-19  1.33E-19
2359.32372  1.29E-19  1.29E-19
2359.330945  1.30E-19  1.30E-19
2359.338351  1.30E-19  1.30E-19
2359.352721  1.29E-19  1.29E-19
2359.368506  1.29E-19  1.29E-19
2359.379526  1.29E-19  1.29E-19
2359.386767  1.42E-19  1.42E-19
2359.392936  2.79E-19  2.79E-19
2359.397658  2.77E-19  2.77E-19
2359.401546  1.61E-19  1.61E-19
2359.405449  1.36E-19  1.36E-19
2359.409368  1.50E-19  1.50E-19
